BTNum	Lemma	POS	Forms
10646	fic-beam	Noun	fic-beam
10647	fic-leaf	Noun	fic-leaf
10648	ficol	Adjective	ficol;fic
10649	fic-treow	Noun	fic-treow
1065	+a-writere	Noun	+a-writere
10650	fic-wyrm	Noun	fic-wyrm
10651	fic-wyrt	Noun	fic-wyrt
10652	fieder	Noun	fieder
10653	fiell	Noun	fiell
10654	fiend	Noun	fiend
10655	fiend-wic	Noun	fiend-wic
10656	fier	Adverb	fier
10657	fier	Noun, Adjective, Numeral	fier
10658	fierd	Noun	fierd
10659	fierdian	Verb	fierdian
1066	+awul	Noun	+awul
10660	fierdleas	Adjective	fierdleas
10661	fieren-full	Adjective	fieren-full
10662	fier-fete	Adjective	fier-fete
10663	FIERSN	Noun	FIERSN;fyrsn
10664	fierst	Noun	fierst
10665	fierst	Noun	fierst
10666	FIF	Noun, Adjective, Numeral	FIF
10667	Fif burhga	Noun	Fif burhga
10668	fife	Noun, Adjective, Numeral	fife
10669	fif-ecgede	Adjective	fif-ecgede
1067	+awum-boren	Verb	+awum-boren
10670	fifel	Noun	fifel
10671	fifel-cyn	Noun	fifel-cyn
10672	fifel-dor	Noun	fifel-dor
10673	fifele	Noun	fifele
10674	fifel-stream	Noun	fifel-stream
10675	fifel-w+ag	Noun	fifel-w+ag
10676	fif-feald	Adjective, Numeral	fif-feald
10677	fif-fealde	Noun	fif-fealde
10678	fif-flere	Adjective	fif-flere
10679	fif-hund	Noun, Adjective, Numeral	fif-hund
1068	+awunge	Adverb	+awunge
10680	fif-leaf	Noun	fif-leaf
10681	fifta	Adjective, Numeral	fifta
10682	fifta f+ader	Noun	fifta f+ader
10683	fifteg+da	Noun	fifteg+da
10684	fif-tene	Noun, Adjective, Numeral	fif-tene
10685	fifteogo+da	Adjective	fifteogo+da
10686	fifteo+da	Adjective	fifteo+da
10687	fiftig	Noun, Adjective, Numeral	fiftig
10688	fiftigfeald	Adjective, Numeral	fiftigfeald
10689	fiftigo+da	Adjective	fiftigo+da
1069	+a-wylm	Noun	+a-wylm
10690	fif-tyne	Noun, Adjective, Numeral	fif-tyne
10691	fif-wintre	Adjective	fif-wintre
10692	figan	Verb	figan
10693	figel	Noun	figel
10694	fihle	Noun	fihle
10695	fiht	Verb	fiht
10696	fihtung	Noun	fihtung
10697	fiht-wite	Noun	fiht-wite;fyht-wite
10698	fild	Adjective	fild;fyld
10699	fild	Noun	fild
107	abrotanum	Noun	abrotanum
1070	+a-wyrdla	Noun	+a-wyrdla
10700	fild-cumb	Noun	fild-cumb
10701	filgst	Verb	filgst
10702	filian	Verb	filian
10703	filiende	Verb	filiende
10704	fill	Noun	fill;f+all
10705	fille	Noun	fille
10706	filled	Verb	filled
10707	film	Noun	film
10708	filma	Noun	filma
10709	filstan	Verb	filstan
1071	+a-wyrp	Noun	+a-wyrp
10710	fil+t	Noun	fil+t
10711	FIN	Noun	FIN
10712	fin	Noun	fin
10713	fina	Noun	fina
10714	FINC	Noun	FINC
10715	fincer	Noun	fincer
10716	Finchamstede	Noun	Finchamstede
10717	FINDAN	Verb	FINDAN
10718	findele	Noun	findele
10719	findig	Adjective	findig
1072	+AX	Noun	+AX
10720	finel	Noun	finel
10721	FINGER	Noun	FINGER
10722	finger-+appel	Noun	finger-+appel
10723	finger-lic	Adjective	finger-lic
10724	fini	Adjective	fini
10725	finiht	Adjective	finiht
10726	Finn	Noun	Finn
10727	Finnas	Noun	Finnas
10728	finnas	Noun	finnas
10729	Finns buruh	Noun	Finns buruh
1073	+ax	Noun	+ax
10730	FINOL	Noun	FINOL
10731	finol-s+ad	Noun	finol-s+ad
10732	finst	Verb	finst
10733	finta	Noun	finta
10734	fintst	Verb	fintst
10735	finugle	Noun	finugle
10736	finul	Noun	finul
10737	fiode	Verb	fiode
10738	fiogan	Verb	fiogan
10739	fioh	Noun	fioh
1074	+axe	Noun	+axe
10740	fioh-bot	Noun	fioh-bot
10741	fiolan	Verb	fiolan
10742	fion	Verb	fion
10743	fiond	Noun	fiond
10744	fiond-geld	Noun	fiond-geld
10745	fior	Adverb	fior
10746	fiorh	Noun	fiorh
10747	fiorm	Noun	fiorm
10748	fior+ta	Adjective	fior+ta
10749	fioung	Noun	fioung
1075	+axian	Verb	+axian
10750	fiower-fete	Adjective	fiower-fete
10751	fir	Noun	fir
10752	FIRAS	Noun	FIRAS
10753	fird	Noun	fird
10754	fird-cr+aft	Noun	fird-cr+aft
10755	firding	Noun	firding
10756	fird-stemn	Noun	fird-stemn
10757	FIREN	Noun	FIREN
10758	firen-bealu	Noun	firen-bealu
10759	firen-cr+aft	Noun	firen-cr+aft
1076	af-	Prefix	af-
10760	firen-d+ad	Noun	firen-d+ad
10761	firen-earfe+de	Noun	firen-earfe+de
10762	firen-fremmende	Verb	firen-fremmende
10763	firen-full	Adjective	firen-full
10764	firen-georn	Adjective	firen-georn
10765	firenian	Verb	firenian
10766	firenlic	Adjective	firenlic
10767	firenlice	Adverb	firenlice
10768	firen-ligerian	Verb	firen-ligerian
10769	firen-lust	Noun	firen-lust
1077	a-f+aded	Verb	a-f+aded
10770	firen-synnig	Adjective	firen-synnig
10772	firen-weorc	Noun	firen-weorc
10773	firen-wyrcende	Verb	firen-wyrcende
10774	firen-wyrhta	Noun	firen-wyrhta
10775	firgen	Noun	firgen
10776	firgen-beam	Noun	firgen-beam
10777	firgen-bucca	Noun	firgen-bucca
10778	firgend-stream	Noun	firgend-stream
10779	firgen-gat	Noun	firgen-gat
1078	a-f+aged	Verb	a-f+aged
10780	firgen-holt	Noun	firgen-holt
10781	firgen-stream	Noun	firgen-stream
10782	firgin-bucca	Noun	firgin-bucca
10783	firgin-g+att	Noun	firgin-g+att
10784	firh+t-sefa	Noun	firh+t-sefa
10786	firigend-stream	Noun	firigend-stream
10787	firing-gat	Noun	firing-gat
10788	firmetan	Verb	firmetan
10789	firna	Noun	firna
1079	a-f+agniende	Adjective, Verb	a-f+agniende
10790	firne	Noun	firne
10791	firnian	Verb	firnian
10792	firnum	Adverb	firnum
10793	firra	Adjective	firra
10794	firran	Verb	firran
10795	fir-scofl	Noun	fir-scofl
10796	first	Noun	first
10797	first	Noun	first
10798	first	Adjective, Numeral	first
10799	first-mearc	Noun	first-mearc
108	a-broten	Adjective	a-broten
1080	a-f+agrian	Verb	a-f+agrian
10800	fir+triende	Adjective, Verb	fir+triende
10801	firwet	Noun	firwet
10802	firwet-georn	Adjective	firwet-georn
10803	firwet-geornes	Noun	firwet-geornes
10804	FISC	Noun	FISC
10805	fisca+t	Noun	fisca+t
10806	fisc-bryne	Noun	fisc-bryne
10807	fisc-cynn	Noun	fisc-cynn
10808	fisceran	Noun	fisceran
10809	fiscere	Noun	fiscere
1081	a-f+alan	Verb	a-f+alan
10810	fisc-hus	Noun	fisc-hus
10811	fiscian	Verb	fiscian
10812	fisc-mere	Noun	fisc-mere
10813	fisc-na+t	Noun	fisc-na+t
10814	fisc-net	Noun	fisc-net
10815	fisc-no+t	Noun	fisc-no+t;fixno+t
10816	fisco+t	Noun	fisco+t
10817	fisc-pol	Noun	fisc-pol
10818	fisc-wer	Noun	fisc-wer
10819	fisc-wylle	Adjective	fisc-wylle
1082	a-f+aman	Verb	a-f+aman
10820	fisting	Noun	fisting
10821	fit	Noun	fit
10822	fit	Noun	fit
10823	fiter-sticca	Noun	fiter-sticca
10824	FI+DELE	Noun	FI+DELE
10825	fi+delere	Noun	fi+delere
10826	fi+delestre	Noun	fi+delestre
10827	fi+der-	Prefix	fi+der-
10828	fi+der-berende	Verb	fi+der-berende
10829	fi+dere	Noun	fi+dere
1083	a-f+aran	Verb	a-f+aran
10830	fi+der-fete	Adjective	fi+der-fete
10831	fi+derian	Verb	fi+derian
10832	fi+der-leas	Adjective	fi+der-leas
10833	fi+der-scyte	Adjective	fi+der-scyte
10834	fi+dru	Noun	fi+dru
10835	fi+drum	Noun	fi+drum
10836	fittan	Verb	fittan
10837	fitung	Noun	fitung
10838	fiwan	Verb	fiwan
10839	fixas	Noun	fixas
10840	fixen	Noun	fixen
10841	fixen	Adjective	fixen
10842	fixian	Verb	fixian
10843	fixo+t	Noun	fixo+t
10844	FLA	Noun	FLA
10845	flacea	Noun	flacea
10846	flacge	Noun	flacge
10847	flacor	Adjective	flacor
10848	fl+ac	Noun	fl+ac
10849	fl+ah	Noun	fl+ah
1085	a-f+astan	Verb	a-f+astan
10850	fl+am	Noun	fl+am
10851	fl+aman	Verb	fl+aman
10852	fl+an	Noun	fl+an
10853	fl+are	Noun	fl+are
10854	FL+ASC	Noun	FL+ASC
10855	fl+asc-+at	Noun	fl+asc-+at
10856	fl+asc-cofa	Noun	fl+asc-cofa
10857	fl+asc-cwellere	Noun	fl+asc-cwellere;cwellere
10858	fl+asc-cyping	Noun	fl+asc-cyping
10859	fl+asceht	Adjective	fl+asceht
1086	af+astla	Interjection	af+astla
10860	fl+asc-gebyrd	Noun	fl+asc-gebyrd
10861	fl+asc-hama	Noun	fl+asc-hama
10862	fl+asc-hamian	Verb	fl+asc-hamian
10863	fl+asc-hord	Noun	fl+asc-hord
10864	fl+asc-hus	Noun	fl+asc-hus
10865	fl+asc-lic	Adjective	fl+asc-lic
10866	fl+asc-licnes	Noun	fl+asc-licnes
10867	fl+asc-mangere	Noun	fl+asc-mangere
10868	fl+asc-ma+du	Noun	fl+asc-ma+du
10869	fl+asc-mete	Noun	fl+asc-mete
1087	a-f+astnian	Verb	a-f+astnian
10870	fl+ascnes	Noun	fl+ascnes
10871	fl+asc-str+at	Noun	fl+asc-str+at
10872	fl+asc-tawere	Noun	fl+asc-tawere;tawere
10873	fl+asc-wyrm	Noun	fl+asc-wyrm
10874	fl+a+de-camb	Noun	fl+a+de-camb
10875	flah	Adjective	flah
10876	flan	Noun	flan;flaniht
10877	flan-boga	Noun	flan-boga
10878	flan-geweorc	Noun	flan-geweorc
10879	flan-hred	Adjective	flan-hred
1088	a-fandelic	Adjective	a-fandelic
10880	flaniht	Adjective	flaniht
10881	flan-+tr+ac	Noun	flan-+tr+ac
10882	flat	Verb	flat
10883	FLAXE	Noun	FLAXE
10884	flax-fote	Adjective	flax-fote;flohten-fote
10885	FLEA	Noun	FLEA
10886	fleag	Verb	fleag
10887	fleah	Noun	fleah
10888	fleah	Noun	fleah
10889	fleah	Verb	fleah
1089	a-fandian	Verb	a-fandian
10890	fleah	Verb	fleah
10891	fleam	Noun	fleam
10892	fleaming	Noun	fleaming
10893	flean	Verb	flean
10894	fleard	Noun	fleard
10895	fleardian	Verb	fleardian
10896	fleat	Verb	fleat
10897	flea+de	Noun	flea+de
10898	flea-wyrt	Noun	flea-wyrt
10899	FLEAX	Noun	FLEAX
109	a-bro+den	Verb	a-bro+den
1090	a-fandigendlic	Adjective	a-fandigendlic
10900	fleaxen	Adjective	fleaxen
10901	flec	Noun	flec
10902	fled	Noun	fled
10903	fled	Noun	fled
10904	flede	Adjective	flede
10905	fleding	Noun	fleding
10906	flege	Noun	flege;floege
10907	flegende	Verb	flegende
10908	flema	Noun	flema
10909	fleman	Verb	fleman
1091	a-fandung	Noun	a-fandung
10910	flene	Noun	flene
10911	fleo	Noun	fleo
10912	fleo	Noun	fleo
10913	FLEOGAN	Verb	FLEOGAN;flecgan
10914	FLEOGE	Noun	FLEOGE
10915	fleogende	Verb	fleogende
10916	fleogendlic	Adjective	fleogendlic
10917	fleog-ryft	Noun	fleog-ryft
10918	fleogyn+da	Noun	fleogyn+da
10919	fleoh-cyn	Noun	fleoh-cyn
10920	fleoh-net	Noun	fleoh-net
10921	FLEON	Verb	FLEON
10922	fleos	Noun	fleos
10923	FLEOT	Noun	FLEOT;fleote;fliet;mylen-fleot
10924	fleotan	Verb	fleotan
10925	fleote	Noun	fleote
10926	fleo+de	Noun	fleo+de
10927	fleotig	Adjective	fleotig
10928	fleot-wyrt	Noun	fleot-wyrt
10929	fleow	Verb	fleow
1093	afara	Noun	afara
10930	fleow+t	Verb	fleow+t
10931	flere	Adjective	flere
10932	flering	Noun	flering
10933	fles	Noun	fles
10934	flesc	Noun	flesc
10935	fleswian	Verb	fleswian
10936	FLET	Noun	FLET
10937	flet	Noun	flet;flyte
10938	flete	Noun	flete;fliete
10939	flet-gesteald	Noun	flet-gesteald
1094	a-faran	Verb	a-f+ar+t;a-faran
10940	fle+de-camb	Noun	fle+de-camb
10941	flet-mon	Noun	flet-mon
10942	flet-p+a+t	Noun	flet-p+a+t
10943	flet-rest	Noun	flet-rest
10944	flet-sittend	Noun	flet-sittend
10945	flett	Noun	flett
10946	flett-gesteald	Noun	flett-gesteald
10947	flett-p+a+t	Noun	flett-p+a+t
10948	flet-werod	Noun	flet-werod
10949	fleuw+t	Verb	fleuw+t
1095	a-feallan	Verb	a-feallan
10950	flewsa	Noun	flewsa
10951	flewst	Verb	flewst
10952	flex	Noun	flex
10953	flicce	Noun	flicce
10954	flicerian	Verb	flicerian
10955	flie	Noun	flie
10956	flieman feorm	Noun	flieman feorm
10957	flies	Noun	flies
10958	fliet	Noun	fliet
10959	fliete	Noun	fliete
1096	a-feccan	Verb	a-feccan
10960	flig	Noun	flig
10961	fligan	Verb	fligan
10962	flige-wil	Noun	flige-wil
10963	flihst	Verb	flihst
10964	fliht	Noun	fliht
10965	flima	Noun	flima
10966	flind	Noun	flind
10967	FLINT	Noun	FLINT
10968	flint-gr+ag	Adjective	flint-gr+ag
10969	flio	Noun	flio
1097	a-fedan	Verb	a-fedan
10970	fliogan	Verb	fliogan
10971	flion	Verb	flion
10972	flis	Noun	flis;flys
10973	FLIT	Noun	FLIT
10974	flita	Noun	flita
10975	flitan	Verb	flitan
10976	flit-cr+aft	Noun	flit-cr+aft
10977	flit-cr+aftlic	Adjective	flit-cr+aftlic
10978	flitend	Noun	flitend
10979	fliter-cr+aft	Noun	fliter-cr+aft
10980	flitere	Noun	flitere
10981	flit-ful	Adjective	flit-ful
10982	flit-georn	Noun	flit-georn
10983	flitlice	Adverb	flitlice
10984	flit-m+alum	Noun, Adverb	flit-m+alum
10985	FLOC	Noun	FLOC
10986	flocan	Verb	flocan
10987	FLOCC	Noun	FLOCC
10988	flocc-m+alum	Noun, Adverb	flocc-m+alum
10989	floc-rad	Noun	floc-rad
1099	a-fellan	Verb	a-fellan
10990	FLOD	Noun	FLOD
10991	flod-blac	Adjective	flod-blac
10992	flode	Noun	flode
10993	flod-egsa	Noun	flod-egsa
10994	flod-lic	Adjective	flod-lic
10995	flod-weard	Noun	flod-weard
10996	flod-weg	Noun	flod-weg
10997	flod-wudu	Noun	flod-wudu
10998	flod-wylm	Noun	flod-wylm
10999	flod-y+t	Noun	flod-y+t
11	aa+t	Noun	aa+t
110	a-bro+dennes	Noun	a-bro+dennes
1100	a-felle	Adjective	a-felle
11000	floga	Noun	floga
11001	flogen	Verb	flogen
11002	flogen	Verb	flogen
11003	flogettan	Verb	flogettan
11004	floh	Noun	floh
11005	flohten-fote	Adjective	flohten-fote
11006	flooc	Noun	flooc
11007	FLOR	Noun	FLOR
11008	flor-stan	Noun	flor-stan
11009	flot	Noun	flot
1101	Afen	Noun	Afen
11010	FLOTA	Noun	FLOTA
11011	floten	Verb	floten
11012	floterian	Verb	floterian
11013	flot-herge	Noun	flot-herge
11014	flotian	Verb	flotian
11015	flot-man	Noun	flot-man
11016	flot-scip	Noun	flot-scip
11017	flot-smere	Noun	flot-smere
11018	flot-weg	Noun	flot-weg
11019	FLOWAN	Verb	FLOWAN
1102	afeng	Verb	afeng
11020	flowednys	Noun	flowednys
11021	flownys	Noun	flownys
11022	flox-fote	Adjective	flox-fote
11023	fluge	Verb	fluge
11024	flugol	Adjective	flugol;fligul;flygul
11025	flugon	Verb	flugon
11026	flugon	Verb	flugon
11027	flustrian	Verb	flustrian
11028	fluton	Verb	fluton
11029	flyc+t	Verb	flyc+t
1103	a-feohtan	Verb	a-feohtan
11030	flyge	Noun	flyge
11031	flyge-reow	Adjective	flyge-reow
11032	flyge-wil	Noun	flyge-wil
11033	flyht	Noun	flyht
11034	flyht-cla+t	Noun	flyht-cla+t
11035	flyh+t	Verb	flyh+t
11036	flyht-hw+at	Adjective	flyht-hw+at
11037	flyma	Noun	flyma
11038	flyman	Verb	flyman
11039	flyman fyrm+t	Noun	flyman fyrm+t
1104	a-feoll	Verb	a-feoll
11040	flyming	Noun	flyming
11041	flyne	Noun	flyne
11042	FLYS	Noun	FLYS
11043	flyte	Noun	flyte
11044	flyte	Noun	flyte
11045	fly+t	Noun	fly+t
11046	fly+t	Verb	fly+t
11047	flytst	Verb	flytst
11048	fn+ad	Noun	fn+ad
11049	fn+as	Noun	fn+as
1105	a-feormian	Verb	a-feormian
11050	FN+AST	Noun	FN+AST
11051	fn+astia+t	Noun	fn+astia+t
11052	fneosung	Noun	fneosung
11053	fnesan	Verb	fnesan
11054	fnora	Noun	fnora
11055	fo	Verb	fo
11056	foca	Noun	foca
11057	FODA	Noun	FODA
11058	fodder	Noun	fodder;foter
11059	fodder-brytta	Noun	fodder-brytta;brytta
1106	a-feormung	Noun	a-feormung
11060	foddor-+tegu	Noun	foddor-+tegu
11061	foddur-wela	Noun	foddur-wela
11062	fodno+t	Noun	fodno+t
11063	fodrere	Noun	fodrere
11064	fog	Noun	fog
11065	foge	Adverb	foge
11066	fogere	Noun	fogere
11067	foh	Verb	foh
11068	foh	Adjective	foh
11069	fohlic	Adjective	fohlic
1107	a-feorran	Verb	a-feorran;a-ferran
11070	fohlice	Adverb	fohlice
11071	fohten	Verb	fohten
11072	FOLA	Noun	FOLA
11073	FOLC	Noun	FOLC;folc-stow;ge-folc
11074	folc-agende	Verb	folc-agende
11075	folc-bealo	Noun	folc-bealo
11076	folc-bearn	Noun	folc-bearn
11077	folc-beorn	Noun	folc-beorn
11078	folc-biorn	Noun	folc-biorn
11079	folc-cu	Noun	folc-cu
1108	a-feorsian	Verb	a-feorsian
11080	folc-cu+t	Adjective	folc-cu+t
11081	folc-cwen	Noun	folc-cwen
11082	folc-cyning	Noun	folc-cyning
11083	folc-dryht	Noun	folc-dryht
11084	folce-firen	Noun	folce-firen
11085	folce-getrum	Noun	folce-getrum
11086	folc-egsa	Noun	folc-egsa
11087	folc-firen	Noun	folc-firen
11088	fole-frea	Noun	fole-frea
11089	folc-frig	Adjective	folc-frig
1109	afera	Noun	afera
11090	folc-gefeoht	Noun	folc-gefeoht
11091	folc-gemot	Noun	folc-gemot
11092	folc-gerefa	Noun	folc-gerefa
11093	folc-geriht	Noun	folc-geriht
11094	folc-gesetness	Noun	folc-gesetness
11095	folc-gesi+tas	Noun	folc-gesi+tas
11096	folc-gest+alla	Noun	folc-gest+alla
11097	folc-gestealla	Noun	folc-gestealla
11098	folc-gestreon	Noun	folc-gestreon
11099	folc-get+al	Noun	folc-get+al
111	a-brugdon	Verb	a-brugdon
1110	a-feran	Verb	a-feran
11100	folc-ge+trang	Noun	folc-ge+trang;ge-+trang
11101	folc-getrum	Noun	folc-getrum
11102	folc-gewinn	Noun	folc-gewinn
11103	folcisc	Adjective	folcisc
11104	folc-l+asung	Noun	folc-l+asung
11105	folc-lagu	Noun	folc-lagu
11106	folc-land	Noun	folc-land
11107	folc-lar	Noun	folc-lar
11108	folc-leasung	Noun	folc-leasung
11109	folc-lic	Adjective	folc-lic
1111	a-ferian	Verb	a-ferian
11110	folc-lond	Noun	folc-lond
11111	folc-m+agen	Noun	folc-m+agen
11112	folc-m+ag+t	Noun	folc-m+ag+t
11113	folc-m+alum	Noun	folc-m+alum
11114	folc-m+are	Adjective	folc-m+are
11115	folc-mot	Noun	folc-mot
11116	folc-ned	Noun	folc-ned
11117	folc-r+ad	Noun	folc-r+ad
11118	folc-r+aden	Noun	folc-r+aden
11119	folc-riht	Noun	folc-riht
1112	a-ferran	Verb	a-ferran
11120	folc-riht	Adjective	folc-riht
11121	folc-s+al	Noun	folc-s+al
11122	folc-scearu	Noun	folc-scearu
11123	folc-scea+da	Noun	folc-scea+da
11124	folc-scipe	Noun	folc-scipe
11125	folc-slite	Noun	folc-slite
11126	folc-stede	Noun	folc-stede
11127	folc-stow	Noun	folc-stow
11128	folc-sweot	Noun	folc-sweot
11129	folc-talu	Noun	folc-talu
1113	a-ferscean	Verb	a-ferscean
11130	folc-toga	Noun	folc-toga
11131	folc-truma	Noun	folc-truma;truma
11132	folcu	Noun	folcu
11133	folc-welig	Adjective	folc-welig
11134	folc-weras	Noun	folc-weras
11135	folc-wiga	Noun	folc-wiga
11136	folc-wita	Noun	folc-wita
11137	fold-+arn	Noun	fold-+arn
11138	fold-bold	Noun	fold-bold
11139	fold-buend	Noun	fold-buend
1114	a-fersian	Verb	a-fersian
11140	FOLDE	Noun	FOLDE
11141	fold-gr+af	Noun	fold-gr+af
11142	fold-gr+ag	Adjective	fold-gr+ag
11143	fold-hrerende	Verb	fold-hrerende
11144	fold-r+ast	Noun	fold-r+ast
11145	fold-w+astm	Noun	fold-w+astm
11146	fold-weg	Noun	fold-weg
11147	fold-wela	Noun	fold-wela
11148	fold-wong	Noun	fold-wong
11149	folga+t	Noun	folga+t
1115	a-festnian	Verb	a-festnian
11150	folgen	Verb	folgen
11151	folgere	Noun	folgere
11152	folgian	Verb	folgian
11153	folgo+t	Noun	folgo+t
11154	FOLM	Noun	FOLM
11155	folme	Noun	folme
11156	fon	Noun	fon
11157	FON	Verb	FON
11158	fond	Verb	fond
11159	fongen	Verb	fongen
1116	a-fetigan	Verb	a-fetigan
11160	FONT	Noun	FONT
11161	font-b+a+t	Noun	font-b+a+t
11162	font-w+ater	Noun	font-w+ater;font
11163	foor	Noun	foor
11164	FOR	Preposition	FOR;for an
11165	for-	Prefix	for-;spanung;truwung;g+agan;g+agednes;n+aman;pyndan;treddan
11166	FOR	Preposition	FOR
11167	for	Noun	for
11168	for	Noun	for
11169	for	Verb	for
1117	Affric	Adjective	Affric
11171	forad	Adjective, Verb	forad
11172	fora-gleawlice	Adverb	fora-gleawlice
11173	for-aldod	Verb	for-aldod
11174	foran	Preposition	foran;forn
11175	foran	Adverb	foran
11176	for an	Adverb, Numeral, Preposition	for an
11177	foran-bodig	Noun	foran-bodig
11178	foran-d+ag	Noun	foran-d+ag
11179	foran-heafod	Noun	foran-heafod
1118	Affrica	Noun	Affrica
11180	foran-niht	Noun	foran-niht
11181	foran-onsettende	Verb	foran-onsettende
11182	foran-to	Preposition	foran-to
11183	for-arn	Verb	for-arn
11184	fora-sceawian	Verb	fora-sceawian
11185	fora-sceawung	Noun	fora-sceawung
11186	for-a+t	Noun	for-a+t
11187	for-b+aran	Verb	for-b+aran
11188	for-b+arnan	Verb	for-b+arnan;for-bernan
11189	for-b+arnednes	Noun	for-b+arnednes
1119	Affrican	Noun	Affrican
11190	for-b+arst	Verb	for-b+arst
11191	for-barn	Verb	for-barn
11192	for-bead	Verb	for-bead
11193	for-beah	Verb	for-beah
11194	for-bearan	Verb	for-bearan
11195	for-bearn	Verb	for-bearn
11196	for-bearnan	Verb	for-bearnan
11197	for-began	Verb	for-began
11198	for-beodan	Verb	for-beodan
11199	for-beodendlic	Adjective	for-beodendlic
112	a-bru+don	Verb	a-bru+don
1120	af-god	Noun	af-god
11200	for-beornan	Verb	for-beornan
11201	for-beran	Verb	for-beran
11202	for-beran	Verb	for-beran
11203	for-berstan	Verb	for-berstan
11204	for-betan	Verb	for-betan
11205	for-bigan	Verb	for-bigan
11206	for-bigels	Noun	for-bigels
11207	for-bindan	Verb	for-bindan
11208	for-biodan	Verb	for-biodan
11209	for-birste+t	Verb	for-birste+t
1121	af-godnes	Noun	af-godnes
11210	for-blawan	Verb	for-blawan
11211	for-blindian	Verb	for-blindian
11212	for-boc	Noun	for-boc
11213	for-bod	Noun	for-bod
11214	for-boda	Noun	for-boda
11215	for-boden	Verb	for-boden
11216	for-bogen	Verb	for-bogen
11217	for-boren	Verb	for-boren
11218	for-born	Verb	for-born
11219	for-borsten	Verb	for-borsten
1122	a-findan	Verb	a-findan
11220	for-brecan	Verb	for-brecan
11221	for-bredan	Verb	for-bredan
11222	for-bregdan	Verb	for-bregdan
11223	for-brict	Verb	for-brict
11224	for-bric+t	Verb	for-bric+t
11225	for-brittan	Verb	for-brittan
11226	for-brocen	Verb	for-brocen
11227	for-brycst	Verb	for-brycst
11228	for-brytednys	Noun	for-brytednys
11229	for-bryttan	Verb	for-bryttan
1123	a-firhtan	Verb	a-firhtan
11230	for-budon	Verb	for-budon
11231	for-bugan	Verb	for-bugan
11232	for-bugennys	Noun	for-bugennys
11233	for-burnen	Verb	for-burnen
11234	for-burnon	Verb	for-burnon
11235	for-bygan	Verb	for-bygan
11236	for-byrd	Noun	for-byrd;fore-byrd
11237	for-byrdian	Verb	for-byrdian
11238	for-byrnan	Verb	for-byrnan
11239	FORCA	Noun	FORCA
1124	a-firran	Verb	a-firran
11240	for-ceorfan	Verb	for-ceorfan
11241	for-ceowan	Verb	for-ceowan
11242	for-cerran	Verb	for-cerran
11243	for-cinnan	Verb	for-cinnan
11244	for-cirfst	Verb	for-cirfst
11245	for-clingan	Verb	for-clingan
11246	for-clysan	Verb	for-clysan;clysan
11247	for-cneow	Noun	for-cneow
11248	for-cnidan	Verb	for-cnidan
11249	for-corfen	Verb	for-corfen
1125	a-firsian	Verb	a-firsian
11250	for-cuman	Verb	for-cuman;for-cinnan
11251	for-cuman	Verb	for-cuman
11252	for-curfon	Verb	for-curfon
11253	for-cu+t	Adjective	for-cu+t;fercu+t
11254	for-cu+tlice	Adverb	for-cu+tlice
11255	for-cwe+dan	Verb	for-cwe+dan
11256	for-cwolstan	Verb	for-cwolstan
11257	for-cwom	Verb	for-cwom
11258	for-cwysan	Verb	for-cwysan
11259	for-cymen	Verb	for-cymen
1126	a-fleon	Verb	a-fleon
11260	for-cyrfst	Verb	for-cyrfst
11261	for-cyrran	Verb	for-cyrran
11262	for-cy+dan	Verb	for-cy+dan
11263	FORD	Noun	FORD
11264	for-d+adla	Noun	for-d+adla
11265	for-d+alan	Verb	for-d+alan
11266	for-dea+t	Verb	for-dea+t
11267	for-deman	Verb	for-deman
11268	for-demednes	Noun	for-demednes
11269	for-demman	Verb	for-demman
1127	a-fleotan	Verb	a-fleotan
11270	for-den	Verb	for-den
11272	for-dettan	Verb	for-dettan
11273	for-dician	Verb	for-dician
11274	for-dilgian	Verb	for-dilgian
11275	for-dimmian	Verb	for-dimmian
11276	for-don	Verb	for-don
11277	for-drencan	Verb	for-drencan
11278	for-drifan	Verb	for-drifan
11279	for-drincan	Verb	for-drincan;fore-druncen
1128	a-fleow	Verb	a-fleow
11280	for-drugian	Verb	for-drugian
11281	for-druncen	Verb	for-druncen
11282	for-druwian	Verb	for-druwian
11283	for-dwilman	Verb	for-dwilman
11284	for-dwinan	Verb	for-dwinan
11285	for-dyde	Verb	for-dyde
11286	for-dyttan	Verb	for-dyttan
11287	fore	Preposition	fore
11288	fore	Preposition	fore
11289	fore	Adverb	fore
1129	a-flian	Verb	a-flian
11290	fore	Noun	fore
11291	fore-	Prefix	fore-
11292	fore-+atywian	Verb	fore-+atywian
11293	for-ealdian	Verb	for-ealdian;for-eald
11294	fore-astreccan	Verb	fore-astreccan
11295	fore-a+t	Noun	fore-a+t
11296	for-ea+de	Adverb	for-ea+de
11297	fore-beacen	Noun	fore-beacen
11298	fore-beon	Verb	fore-beon
11299	fore-beran	Verb	fore-beran
113	a-bryrdan	Verb	a-bryrdan
1130	a-flieman	Verb	a-flieman
11300	fore-betan	Verb	fore-betan
11301	fore-birig	Noun	fore-birig
11302	fore-bodian	Verb	fore-bodian
11303	fore-breost	Noun	fore-breost
11304	fore-burh	Noun	fore-burh
11305	fore-bysen	Noun	fore-bysen
11306	fore-ceorfan	Verb	fore-ceorfan
11307	fore-ceorfend	Noun	fore-ceorfend
11308	fore-costian	Verb	fore-costian
