BTNum	Lemma	POS	Forms
49298	ge-r+afnian	Verb	ge-r+afnian
493	+a-fyllende	Adjective, Verb	+a-fyllende
4930	BR+ADAN	Verb	BR+ADAN
49303	ge-r+a+tle	Noun	ge-r+a+tle
49304	ge-r+awe	Noun	ge-r+awe
49306	ge-r+awod	Adjective	ge-r+awod
49307	ge-rafende	Adjective	ge-rafende
49308	ge-rar	Noun	ge-rar
49309	ge-rawan	Verb	ge-rawan
4931	br+ade	Noun	br+ade
49311	ge-reafian	Verb	ge-reafian
49312	ge-reafian	Verb	ge-reafian
49313	ge-rec	Noun	ge-rec
49314	ge-rec	Noun	ge-rec
49315	ge-rec	Noun	ge-rec
49317	ge-recan	Verb	ge-recan
49318	ge-recan	Verb	ge-recan
4932	br+ade	Noun	br+ade
49323	ge-receness	Noun	ge-receness;ge-recness
49324	ge-recenian	Verb	ge-recenian
49325	ge-recenness	Noun	ge-recenness;ge-recan
49326	ge-reclic	Adjective	ge-reccelic;ge-reclic
49327	ge-reclice	Adverb	ge-reclice
4933	br+aded-nes	Noun	br+aded-nes
49330	ge-redian	Verb	ge-redian
49336	geref-mann	Noun	geref-mann
49338	geref-scir	Noun	geref-scir
49339	ge-regne	Noun	ge-regne
4934	br+adels	Noun	br+adels
49340	ge-regnian	Verb	ge-regnian
49341	ge-regnong	Noun	ge-regnong
49344	ge-rendrian	Verb	ge-rendrian
49346	ge-rennan	Verb	ge-rennan
49347	ge-reocan	Verb	ge-reocan
49349	ge-reonian	Verb	ge-reonian
4935	Br+aden	Noun	Br+aden
49353	ge-reord	Adjective	ge-reord
49355	gereord-d+ag	Noun	gereord-d+ag
49356	ge-reordedlic	Adjective	ge-reordedlic
49357	gereord-gleawness	Noun	gereord-gleawness
4936	br+ading	Noun	br+ading
49360	gereording-hus	Noun	gereording-hus
49361	gereording-tid	Noun	gereording-tid
49366	ge-restan	Verb	ge-restan
49367	ge-re+tre	Adjective	ge-re+tre
49369	ge-re+tru	Noun	ge-re+tru
4937	br+ading-panne	Noun	br+ad-panne;br+ading-panne
49370	ger-hwamlice	Adverb	ger-hwamlice
49371	gerian	Verb	gerian
49372	ge-ricsian	Verb	ge-ricsian
49373	ge-rid	Noun	ge-rid
49374	ge-rid	Noun	ge-rid
49377	ge-rif	Noun	ge-rif
49378	ge-rif	Noun	ge-rif
49379	ge-riflod	Adjective	ge-riflod
4938	br+ad-isen	Noun	br+ad-isen
49380	ge-rignan	Verb	ge-rignan
49385	ge-rihtwisian	Verb	ge-rihtwisian
49386	ge-rihtwisung	Noun	ge-rihtwisung
49388	ge-rim	Adjective	ge-rim
4939	br+ad-nys	Noun	br+ad-nys
49390	gerim-boc	Noun	gerim-boc
49391	ge-rimcr+aft	Noun	ge-rimcr+aft
49394	ge-rimian	Verb	ge-rimian
49396	ge-rinan	Verb	ge-rinan
49397	ge-rinan	Verb	ge-rinan
494	+afyn	Noun	+afyn
4940	br+ado	Noun	br+ado
49400	ge-rinning	Noun	ge-rinning;ge-rynning
49403	ge-ripan	Verb	ge-ripan
49404	ge-ripian	Verb	ge-ripian
49405	ge-ris	Noun	ge-ris
49406	ge-risan	Verb	ge-risan
49407	ge-risan	Verb	ge-risan
49409	ge-risene	Noun	ge-risene
4941	br+ad-panne	Noun	br+ading-panne;br+ad-panne
49411	ge-risenlice	Adverb	ge-risenlice
49414	ge-risnian	Verb	ge-risnian
49415	ge-ri+te	Noun	ge-ri+te
49416	ge-ri+tre	Noun	ge-ri+tre
4942	br+adre	Adjective	br+adre
49421	ge-roscian	Verb	ge-roscian
49424	ge-rotsian	Verb	ge-rotsian
49425	ge-rowan	Verb	ge-rowan
49427	ge-rum	Adjective	ge-rum
49428	ge-rume	Adjective, Adverb	ge-rume
49429	ge-rumlice	Adverb	ge-rumlice
4943	br+adu	Noun	br+adu
49431	ge-runn	Noun	ge-runn
49434	ge-ryd	Verb	ge-ryd
49435	ge-ryde	Adjective	ge-ryde
49437	ge-rydelice	Adverb	ge-rydelice
49439	ge-ryman	Verb	ge-ryman
4944	br+agd	Noun, Verb	br+agd
49442	ge-rynelice	Adverb	ge-rynelice
49449	ge-sadian	Verb	ge-sadian
4945	br+agd	Verb	br+agd
49451	ge-s+agdnis	Noun	ge-s+agdnis
49452	ge-s+alan	Verb	ge-s+alan
49454	ge-s+alan	Verb	ge-s+alan
49456	ge-s+alig	Noun	ge-s+alig
49458	ge-s+alige	Adverb	ge-s+alige
4946	br+agdan	Verb	br+agdan
49460	ge-s+aliglice	Adverb	ge-s+aliglice
49463	ge-s+allice	Adverb	ge-s+allice
49464	ge-s+alness	Noun	ge-s+alness
49467	ge-s+ate	Noun	ge-s+ate
49468	ge-s+atnian	Verb	ge-s+atnian
49469	ge-s+awe	Adjective	ge-s+awe
4947	br+agd-boga	Noun	br+agd-boga
49470	ge-s+awness	Noun	ge-s+awness;ge-seunes
49471	ge-sagian	Verb	ge-sagian
49476	ge-samnian	Verb	ge-samnian
49479	ge-sar	Noun	ge-sar
4948	br+agden	Adjective, Verb	br+agden
49480	ge-sargian	Verb	ge-sargian
49483	ge-sawenlic	Adjective	ge-sawenlic
49484	ge-sawenlice	Adverb	ge-sawenlice
49485	gesca	Noun	geocsa;geohsa;gesca;gescea;gihsa;iesca
49486	ge-scad-	Prefix	ge-scad-
49487	ge-scadwyrt	Noun	ge-scadwyrt
49488	ge-sc+anan	Verb	ge-sc+anan
49489	ge-sc+anan	Verb	ge-sc+anan
4949	br+agd-wis	Adjective	br+agd-wis
49492	gesc+aned	Adjective	gesc+aned
49493	ge-sc+anedness	Noun	ge-sc+anedness
49494	ge-sc+aning	Noun	ge-sc+aning
49498	ge-scandende	Adjective	ge-scandende
495	+a-fyrm+ta	Noun	+a-fyrm+ta
4950	BR+AGEN	Noun	BR+AGEN
49503	ge-scead	Adjective	ge-scead
49506	ge-sceadenlice	Adverb	ge-sceadenlice
49507	ge-sceadlic	Adjective	ge-scandlic;ge-sceadlic
49508	ge-sceadlic	Adjective	ge-sceadlic
49509	ge-sceadlice	Adverb	ge-sceadlice
4951	Br+agent-ford	Noun	Br+agent-ford
49510	ge-sceadness	Noun	ge-sceadness
49513	ge-sceadwislice	Adverb	ge-sceadwislice
49517	ge-sceamian	Verb	ge-sceamian
49518	ge-sceand	Adjective	ge-sceand
4952	br+ahtm	Noun	br+ahtm
49524	ge-sceaplice	Adverb	ge-sceaplice
49525	ge-scearfan	Verb	ge-scearfan
49526	ge-scearian	Verb	ge-scearian
49527	ge-scea+tian	Verb	ge-scea+tian
49529	ge-sceatwyrpan	Verb	ge-sceatwyrpan
4953	br+ambel	Noun	br+ambel
49530	ge-sceawian	Verb	ge-sceawian
49531	ge-sceawung	Noun	ge-sceawung
49533	ge-scencan	Verb	ge-sc+anctest;ge-scencan
49536	ge-scend+t	Noun	ge-scend+t
49538	ge-sceon	Verb	ge-sceon
4954	br+ambel-br+ar	Noun	br+ambel-br+ar
49541	ge-sceot	Noun	ge-sceot
49543	ge-sceotan	Verb	ge-sceotan
49547	ge-scerian	Verb	ge-scerian
4955	br+ambel-leaf	Noun	br+ambel-leaf
49551	ge-sciftan	Verb	ge-sciftan;ge-scyftan
49559	ge-scipe	Noun	ge-scipe
4956	br+amel	Noun	br+amel
49560	ge-scippan	Verb	ge-scippan
49563	ge-scirian	Verb	ge-scirian
49564	ge-scirdan	Verb	ge-scirdan;ge-scyrdan
49565	ge-scirpan	Verb	ge-scirpan
49566	ge-scirpan	Verb	ge-scirpan
49567	ge-scirpendlice	Adverb	ge-scirpendlice
49568	ge-scogan	Verb	ge-sceod;ge-scogan
49569	ge-scola	Noun	ge-scola
4957	br+amel-berie	Noun	br+amel-berie
49570	ge-scola	Noun	ge-scola
49571	ge-scola	Noun	ge-scola
49572	ge-scortian	Verb	ge-scortian
49574	ge-scota	Noun	ge-scota
49576	ge-scr+af	Noun	ge-scr+af
49578	ge-scrence	Adjective	ge-scrence
4958	br+ar	Noun	br+ar
49581	ge-screpe	Adjective	ge-scroepe;ge-screpe
49582	ge-screpe	Noun	ge-screpe
49583	ge-screpelice	Adverb	ge-screpelice
49584	ge-screpness	Noun	ge-screpness
49587	ge-scrincan	Verb	ge-scrincan
4959	BR+AS	Noun	BR+AS
49592	ge-scufan	Verb	ge-scufan
49594	ge-scunian	Verb	ge-scunian
49599	ge-scyldan	Verb	ge-scyldan
496	+AG	Noun	+AG;+agerum;+agru
4960	br+asen	Adjective	br+asen
49602	ge-scynian	Verb	ge-scynian
49604	ge-scyrian	Verb	ge-scyrian
49605	ge-scyrpendlice	Adverb	ge-scyrpendlice
49608	ge-sealfian	Verb	ge-sealfian
4961	br+asian	Verb	br+asian
49614	ge-sedian	Verb	ge-sedian
49616	ge-seglian	Verb	ge-seglian
49617	ge-segness	Noun	ge-segness
49618	ge-segnian	Verb	ge-segnian
49619	ge-sehtlian	Verb	ge-sehtlian
4962	br+asna	Adjective	br+asna
49622	ge-selen	Noun	ge-selen
49625	ge-sem	Noun	ge-sem
49627	gesen	Noun	eosen;gesen;iesen
4963	BR+A+T	Noun	BR+A+T
49631	ge-seon	Verb	ge-seon
49632	ge-seo+tan	Verb	ge-seo+tan;ge-soden
49634	ge-seped	Verb	ge-seped
49636	ge-set	Noun	ge-set
49638	ge-setednes	Noun	ge-setednes
49639	ge-setenness	Noun	ge-setenness
4964	BR+AW	Noun	BR+AW
49641	ge-se+tend	Noun	ge-se+tend
49642	ge-se+tness	Noun	ge-se+tness
49645	ge-setla	Noun	ge-setla
49647	ge-setnian	Verb	ge-setnian
49648	ge-settan	Verb	ge-settan
49649	ge-settendlic	Adjective	ge-settendlic
4965	bragen	Noun	bragen
49653	ge-sewenlice	Adverb	ge-sewenlice
49655	ge-sibbian	Verb	ge-sibbian
49659	ge-sibsumian	Verb	ge-sibsumian
4966	BRAND	Noun	BRAND
49660	ge-sibsumlice	Adverb	ge-sibsumlice
49662	ge-sican	Verb	ge-sican
49663	ge-siclian	Verb	ge-siclian
49665	ge-sidan	Noun	ge-sidan
49666	ge-sidian	Verb	ge-sidian
49671	ge-sigf+astnian	Verb	ge-sigf+astnian
49672	ge-siglan	Verb	ge-siglan
49674	ge-sih+tnes	Noun	ge-sih+tnes
49675	ge-siltan	Verb	ge-s+altan;ge-seltan;ge-siltan
49679	ge-sine	Adverb	ge-sine
4968	brand-hat	Adjective	brand-hat
49680	ge-sinelic	Adjective	ge-sinelic
49681	ge-sinelice	Adverb	ge-sinelice
49682	ge-singalian	Verb	ge-singalian
49683	ge-singallicode	Verb	ge-singallicode
49686	ge-sinhiwen	Adjective	ge-sinhiwen
49687	ge-sinlice	Adverb	ge-sinlice
49689	ge-sinscippan	Verb	ge-sinscippan
4969	brand-hord	Noun	brand-hord
49693	ge-si+ta	Noun	ge-si+ta
49695	ge-si+tian	Verb	ge-si+tian
49697	ge-si+tr+adenn	Noun	ge-si+tr+adenn
49699	ge-sittan	Verb	ge-sittan
497	+ag	Noun	+ag
4970	brand-isen	Noun	brand-isen
49705	ge-sliht	Noun	ge-sliht
49707	geslit-gliw	Noun	geslit-gliw
49708	ge-smacian	Verb	ge-smacian
49709	ge-sm+accan	Verb	ge-sm+accan
4971	brand-rad	Noun	brand-rad
49711	ge-smeagung	Noun	ge-smeagung
49715	ge-sme+tian	Verb	ge-sme+tian
49716	ge-smicerad	Verb	ge-smicerad
49717	ge-smirian	Verb	ge-smirian
49718	ge-smiten	Verb	ge-smiten
49719	ge-smi+tian	Verb	ge-smi+tian
4972	brand-st+afn	Noun	brand-st+afn
49720	ge-smittian	Verb	ge-smittian
49722	ge-smyrian	Verb	ge-smyrian
49727	ge-sni+dan	Verb	ge-sni+dan
4973	brang	Verb	brang
49730	ge-soc	Noun	ge-soc
49731	ge-sod	Noun	ge-sod
49735	ge-so+tian	Verb	ge-so+tian
49739	ge-span	Noun	ge-span
4974	brant	Adjective	brant
49744	ge-sparian	Verb	ge-sparian
49746	ge-spedsumian	Verb	ge-spedsumian
4975	bran-wyrt	Noun	bran-wyrt
49750	ge-spinnan	Verb	ge-spinnan
49756	ge-sprec	Noun	ge-sprec
4976	brasian	Verb	brasian
49763	ge-sprintan	Verb	gi-sprunt;ge-sprintan;sprintan
4977	brassica	Noun	brassica
49772	ge-st+appan	Verb	ge-st+appan
49774	ge-st+a+t+tiglice	Adverb	ge-st+a+t+tiglice
49776	ge-stal	Noun	ge-stal
49778	ge-stalian	Verb	ge-stalian
49779	ge-stalian	Verb	ge-stalian
4978	BRASTL	Noun	BRASTL
49780	ge-standan	Verb	ge-standan
49783	ge-sta+telian	Verb	ge-sta+teled;ge-sta+telian
49784	ge-sta+teliend	Noun	ge-sta+teliend
49785	ge-sta+tolf+astnian	Verb	ge-sta+tolf+astnian
4979	brastlian	Verb	brastlian
49791	ge-stedigian	Verb	ge-stedigian
49793	ge-stefnan	Verb	ge-stefnan
49794	ge-stefnian	Verb	ge-stefnian
498	+ag-	Prefix	+ag-
4980	brastlung	Noun	b+arstlung;brastl;brastlung
49803	ge-stician	Verb	ge-stician
49804	ge-stigan	Verb	ge-stigan
49806	ge-stihtian	Verb	ge-stihtian
49808	ge-stillan	Verb	ge-stillan
49809	ge-stillan	Verb	ge-stillan
4981	bratt	Noun	bratt
49812	ge-stingan	Verb	ge-stingan
49814	ge-sti+tian	Verb	ge-sti+tian
49818	ge-strangian	Verb	ge-strangian
49819	ge-streagung	Noun	ge-streagung
4982	breac	Verb	breac
49820	ge-streawian	Verb	ge-streawian
49822	ge-stredd	Verb	ge-stredd
49823	ge-stregdan	Verb	ge-stregdan
4983	BREAD	Noun	BREAD
49830	ge-strewian	Verb	ge-strewian
49831	ge-stric	Noun	ge-stric
49832	ge-strican	Verb	ge-strican
49833	ge-strinan	Verb	ge-strinan
49834	ge-strind	Noun	ge-streond;ge-strind;ge-strynd;strind
49835	ge-strinend	Noun	ge-strinend
49837	ge-strinian	Verb	ge-strinian
49838	ge-strod	Noun	ge-strod
49839	ge-strud	Noun	ge-strud
4984	breag	Noun	breag
49841	ge-strudian	Verb	ge-strudian
49842	ge-strydan	Verb	ge-strydan
49845	ge-strynge	Noun	ge-strynge
49847	ge-stund	Noun	ge-stund
49848	ge-styllan	Verb	ge-styllan
49849	ge-styntan	Verb	ge-styntan
4985	breahtm	Noun	breahtm
49850	ge-styn+to	Noun	ge-styn+to
49852	ge-styrian	Verb	ge-styrian
49854	ge-sumgdon	Verb	ge-sumgdon
49858	ge-sundfullian	Verb	ge-sundfullian
49859	ge-sundfullice	Adverb	ge-sundfullice
4986	breahtm	Noun	breahtm
49862	ge-sundiglic	Adjective	ge-sundelic;ge-sundiglic
49863	ge-sundlic	Adjective	ge-sundlic
49864	ge-sundlice	Adverb	ge-sundlice
49865	ge-sundrian	Verb	ge-sundrian
49867	ge-suppan	Verb	ge-suppan
49868	ge-sw+accan	Verb	ge-sw+accan;ge-sweccan
4987	breahtum-hw+at	Adjective	breahtum-hw+at
49875	ge-sw+ase	Adverb	ge-sw+ase
49876	ge-sw+aslic	Adjective	ge-sw+aslic
49877	ge-sw+aslice	Adverb	ge-sw+aslice
49879	ge-sw+asscipe	Noun	ge-sw+asscipe
4988	breard	Noun	breard
49881	ge-swapan	Verb	ge-swapan
49882	ge-swat	Adjective	ge-swat
49883	ge-sweartian	Verb	ge-sweartian
49884	ge-swebban	Verb	ge-swebban
49886	ge-swefian	Verb	ge-swefian
49887	ge-swefnian	Verb	ge-swefnian
49888	ge-swege	Adjective	ge-swege
49889	ge-swegra	Noun	ge-swegra
4989	breat	Verb	breat
49891	ge-swelg	Noun	ge-swelg
49892	ge-swelge	Noun	ge-swelge
49894	ge-swellan	Verb	ge-swellan
499	+ag-	Prefix	+ag-
4990	breatan	Verb	breotun;breatan
49900	ge-swencness	Noun	ge-swencness
49901	ge-sweor	Noun	ge-sweor
49904	ge-sweordod	Adjective	ge-sweordod;ge-swurdod
49905	ge-sweorf	Noun	ge-sweorf
49908	ge-sweostren	Adjective	ge-sweostren;ge-swystren
49909	ge-sweotulian	Verb	ge-sweotulian
4991	breaw	Verb	breaw
49911	gesweotulung-d+ag	Noun	gesweotulung-d+ag
49912	ge-swerian	Verb	ge-swerian
49914	ge-swe+derian	Verb	ge-swe+derian
49918	ge-swicendlice	Adverb	ge-swicendlice
4992	breaw	Noun	breaw
49922	ge-swicu	Noun	ge-swicu
49925	ge-swigan	Verb	ge-swigan
49926	ge-swigian	Verb	ge-swigian
49927	ge-swigra	Noun	ge-swigra;ge-swiria
49928	ge-swigung	Noun	ge-swigung
49929	ge-swimman	Verb	ge-swimman
4993	breaw-ern	Noun	breaw-ern
49932	ge-swincan	Verb	ge-swincan
49935	ge-swinclic	Adjective	ge-swinclic
49936	ge-swincness	Noun	swincness;ge-swincness
49939	ge-swip	Noun	ge-swip
4994	brec	Noun	brec
49941	ge-swipor	Adjective	ge-swipor
49942	ge-swipore	Adverb	ge-swipore
49943	ge-swiporlice	Adverb	ge-swiporlice
49946	ge-swi+tfrom	Adjective	ge-swi+tfrom
49947	ge-swi+drian	Verb	ge-swi+drian
49948	ge-swi+trian	Verb	ge-swi+trian
4995	brec	Noun	brec
49951	ge-swope	Noun	ge-swope
49953	ge-swutelian	Verb	ge-swutelian
49958	ge-swy+drian	Verb	ge-swy+drian
4996	breca	Noun	breca
49961	ge-sydian	Verb	ge-sydian
49965	ge-sylh+t	Noun	ge-sylh+t
49968	ge-syndgian	Verb	ge-syndgian
49969	ge-syndig	Adjective	ge-syndig
4997	BRECAN	Verb	breca;BRECAN;breca
49970	ge-syndiglic	Adjective	ge-syndiglic
49971	ge-syndrian	Verb	ge-syndrian
49973	ge-syngian	Verb	ge-syngian
49974	ge-synlice	Adverb	ge-synlice
49975	ge-syntl+acan	Verb	ge-syntl+acan
4998	brece	Noun	brece
49981	ge-tacnian	Verb	ge-tacnian
49983	ge-tacnigendlice	Adverb	ge-tacnigendlice
49987	ge-t+al	Adjective	ge-t+al
49989	get+al-circul	Noun	get+al-circul
4999	Brecenan-mere	Noun	Brecenan-mere
49990	get+al-cr+aft	Noun	get+al-cr+aft
49991	get+al-fers	Noun	get+al-fers
49992	ge-t+alfull	Adjective	ge-t+alfull
49994	get+al-sum	Adjective	get+al-sum
49995	get+al-wis	Adjective	get+al-wis
49997	ge-t+ase	Noun	ge-t+ase
49998	ge-t+ase	Adjective	ge-t+ase
49999	ge-t+aslice	Adverb	ge-t+aslice
50	a-berd	Adjective	a-berd
500	+agan	Verb	+agan
5000	brecendlic	Adjective	brecendlic
50001	ge-t+asu	Noun, Adjective, Verb	ge-t+asu
50002	ge-tal	Adjective	ge-tal
50003	ge-talian	Verb	ge-talian
50005	ge-tang	Adjective	ge-tang
50006	ge-tange	Adverb	ge-tange
50007	ge-tanglice	Adverb	ge-tanglice
5001	brec-hr+agel	Noun	brec-hr+agel
50010	ge-tawa	Noun	ge-tawa
50011	ge-tawian	Verb	ge-tawian
50012	-gete	Suffix	-gete
50018	geteld-gehliwung	Noun	ge-hliwung;geteld-gehliwung
5002	brec-m+alum	Adverb	brec-m+alum
50024	ge-temian	Verb	ge-temian
50025	ge-temprian	Verb	ge-temprian
50027	ge-tengan	Verb	ge-tengan
5003	brec+t	Noun	brec+t
50030	ge-teogo	Noun	ge-teogo;ge-tigu
50032	ge-teohhian	Verb	ge-teohhian
50033	ge-teohhung	Noun	ge-teohhung
50035	ge-teon	Verb	ge-teon
50036	ge-teon	Verb	ge-teon
50037	ge-teorian	Verb	ge-teorian
50038	ge-teorigendlic	Adjective	ge-teorigendlic
50039	ge-teorigendlice	Adverb	ge-teorigendlice
5004	brecung	Noun	brecung
50040	ge-teorodness	Noun	ge-teorodness
50042	ge-teo+tian	Verb	ge-teo+tian
50045	ge-ter	Noun	ge-ter
50047	ge-te+ted	Adjective	ge-te+ted
50048	ge-+taccian	Verb	ge-+taccian
5005	bred	Noun	bred
50050	ge-+t+anan	Verb	ge-+t+anan
50054	ge-+tafian	Verb	ge-+tafian
50058	ge-+tancian	Verb	ge-+tancian
50059	ge-+tancmetian	Verb	ge-+tancmetian
5006	bred	Noun	bred
50063	ge-+tawenian	Verb	ge-+tawenian
50064	ge-+teaht	Noun	ge-+teaht
50065	ge-+teahtendlice	Adverb	ge-+teahtendlice
50067	ge-+teahtian	Verb	ge-+teahtian
50069	ge-+tearfan	Verb	ge-+tearfan
5007	bred	Adjective	bred
50070	ge-+teawe	Adjective	ge-+teawe
50072	ge-+teawian	Verb	ge-+teawian
50073	ge-+tegnian	Verb	ge-+tegnian
50076	ge-+tenian	Verb	ge-+tenian
50077	ge-+tenian	Verb	ge-+tenian
50079	ge-+teod	Noun	ge-+teod
5008	bredan	Verb	bredan;brit
50080	ge-+teod	Noun	ge-+teod
50081	ge-+teodan	Verb	ge-+teodan
50083	ge-+teodl+acan	Verb	ge-+teodl+acan
50084	ge-+teodlic	Adjective	ge-+teodlic
50088	ge-+teon	Verb	ge-+teon
50089	ge-+teon	Verb	ge-+teon
5009	bredan	Verb	bredan
50090	ge-+teon	Verb	ge-+teon
50091	ge-+teostrian	Verb	ge-+teostrian
50092	ge-+teowan	Verb	ge-+teowan
50093	ge-+teowian	Verb	ge-+teowian
50094	ge-+teowr+aden	Noun	ge-+teowr+aden
50095	ge-+tersc	Noun	ge-+tersc
5010	bredan	Verb	bredan
50101	ge-+tiestrian	Verb	ge-+tiestrian
50103	ge-+tind	Noun	ge-+tind
50106	ge-+tingan	Verb	ge-+tingan
50107	ge-+tingan	Verb	ge-+tingan
50108	ge-+tinge	Noun	ge-+tinge;ge-+tingio
5011	bred-bur	Noun	bred-bur
50110	ge-+tingian	Verb	ge-+tingian
50113	ge+ting-stow	Noun	ge+ting-stow
50114	ge-+ting+t	Noun	ge-+ting+t
50115	ge-+ting+tu	Noun	ge-+ting+tu
50117	ge-+tinnian	Verb	ge-+tinnian
50119	ge-+tiostrian	Verb	ge-+tiostrian
5012	breden	Adjective	breden
50123	ge-+tofta	Noun	ge-+tofta
50124	ge-+toftian	Verb	ge-+toftian
50128	ge-+tohtung	Noun	ge-+tohtung
50129	ge-+tolian	Verb	ge-+tolian
5013	bredende	Adjective, Verb	bredende
50130	ge-+tot	Noun	ge-+tot
50134	ge-+tr+astedness	Noun	ge-+tr+astedness;ge-+tr+astnes
50135	ge-+tr+astian	Verb	ge-+tr+astian
50137	ge-+trafod	Verb	ge-+trafod
50138	ge-+trafian	Verb	ge-+trafian
50139	ge-+trafu	Noun	ge-+trafu
5014	bred-guma	Noun	bred-guma
50143	ge-+treat	Noun	ge-+treat
50144	ge-+treatian	Verb	ge-+treatian
50145	ge-+treodian	Verb	ge-+treodian
50149	ge-+tringan	Verb	ge-+tringan
5015	breding-panne	Noun	breding-panne
50150	ge-+tristian	Verb	ge-+tristian
50152	ge-+tristl+acing	Noun	ge-+tristl+acing
50153	ge-+trit	Noun	ge-+trete;ge-+trit
50154	ge-+trofen	Verb	ge-+trofen
50155	ge-+trowian	Verb	ge-+trowian
50156	ge-+tryccan	Verb	ge-+tryccan
50158	ge-+tryle	Noun	ge-+tryle
50159	ge-+tryn	Verb	ge-+tryde;ge-+tryn
5016	bredi-panne	Noun	bredi-panne
50162	ge-+try+tfullian	Verb	ge-+try+tfullian
50163	ge-+try+tian	Adjective, Verb	ge-+try+tian
50168	ge-+tungenlice	Adverb	ge-+tungenlice
5017	bred-isern	Noun	bred-isern
50170	ge-+tunrian	Verb	ge-+tunrian
50172	ge-+tuxian	Verb	ge-+tuhsod;ge-+tuxian;ge-wuxsa+d
50176	ge-+tw+arian	Verb	ge-+tw+arian
50177	ge-+tw+arl+acan	Verb	ge-+tw+arl+acan
50178	ge-+tw+arlic	Adjective	ge-+tw+arlic
50179	ge-+tw+arlice	Adverb	ge-+tw+arlice
5018	breg	Noun	breg
50181	ge-+tw+arung	Noun	ge-+tw+arung
50183	ge-+tworness	Noun	ge-+tworness
50184	ge-+tweorod	Verb	ge-+tweorod
50186	ge-+twerian	Verb	ge-+twerian
5019	brega	Noun	brega
50191	ge-+tyld	Noun	ge-+tyld
50192	ge-+tyldo	Noun	ge-+tyldo
50193	ge-+tyldan	Verb	ge-+tyldan
50194	ge-+tyldelice	Adverb	ge-+tyldelice
50196	ge-+tyldigian	Verb	ge-+tyldigian
50197	ge-+tyldiglic	Adjective	ge-+tyldiglic
50198	ge-+tyldiglice	Adverb	ge-+tyldiglice
50199	ge-+tyldmod	Adjective	ge-+tyldmod;ge-+tylmod
502	+age	Noun	+age
5020	bregan	Verb	bregan
50200	ge-+tyldmodness	Noun	ge-+tyldmodness;ge-+tylmodness
50201	ge-+tyldo	Noun	ge-+tyldo
50202	ge-+tylmedan	Verb	ge-+tylmedan
50209	ge-+tynge	Noun	ge-+tynge
5021	bregd	Noun	bregd
50210	ge-+tynge	Noun	ge-+tynge
50211	ge-+tyng+t	Noun	ge-+tyng+t
50212	ge-+tynnian	Verb	ge-+tynnian
50216	ge-+tywian	Verb	ge-+tywian
50218	ge-tidran	Verb	ge-tidran
5022	BREGDAN	Verb	br+agdan;bryidan;BREGDAN
50223	ge-tilian	Verb	ge-tilian
50226	ge-tima	Noun	ge-tima
50227	ge-timan	Verb	ge-timan
50228	ge-timan	Verb	ge-timan
50229	getimber-halgung	Noun	getimber-halgung
5023	Bregent-ford	Noun	Bregent-ford
50232	ge-timbru	Noun	ge-timbru
50234	ge-time	Noun	ge-teman;ge-teme;ge-time;ge-tyme
50235	ge-timian	Verb	ge-timian
50236	ge-timu	Noun	ge-timu
50238	ge-ting-	Prefix	ge-ting-
5024	bregh	Noun	bregh
50240	ge-tintregian	Verb	ge-tintregian
50241	ge-tirgan	Verb	ge-tirgan
50242	ge-tirwan	Verb	tirwan;ge-tirwan;ge-tyrwan;tirwan
50243	ge-titelian	Verb	ge-titelian
50244	ge-ti+tian	Verb	ge-ti+tian
50245	ge-tiung	Noun	ge-teoung;ge-tiung
50247	ge-togen	Adjective	ge-togen
50248	ge-tonamian	Verb	ge-tonamian
5025	breg-nes	Noun	breg-nes
50250	ge-torfian	Verb	ge-torfian
50252	ge-trahtian	Verb	ge-trahtian
50253	ge-trahtnian	Verb	ge-trahtnian
50254	ge-treagian	Verb	ge-treagian
50255	ge-tred	Noun	ge-tred
50256	ge-tregian	Verb	ge-tregian
50257	ge-treminc	Noun	ge-treminc
50258	ge-treow	Noun	ge-treow
50259	ge-treow	Adjective	ge-treow
5026	BREGO	Noun	brega;BREGO
50260	ge-treowf+ast	Adjective	ge-treowf+ast
50262	ge-treowfullice	Adverb	ge-treowfullice
50263	ge-treowfulness	Noun	ge-treowfulness
50264	ge-treowian	Verb	ge-treowian
50267	ge-treowlice	Adverb	ge-treowlice
50269	ge-treowsian	Verb	ge-treowsian
5027	brego-rice	Noun	brego-rice
50273	ge-trifulian	Verb	ge-trifulian
50279	ge-trumian	Verb	ge-trumian
5028	brego-stol	Noun	brego-stol
50280	ge-trummen	Adjective, Verb	ge-trummen
50282	ge-truwad	Adjective	ge-truwad
50283	ge-truwian	Verb	ge-truwian
50285	ge-trymednesse	Noun	ge-trymednesse
50287	ge-trymming	Noun	ge-trymming
5029	brego-weard	Noun	brego-weard
50291	ge-tucian	Verb	ge-tucian
50292	ge-tunecod	Adjective	ge-tunecod
50294	ge-tw+aman	Verb	ge-tw+aman
50298	ge-tweogendlice	Adverb	ge-tweogendlice
50299	ge-twifealdad	Verb	ge-twifealdad
5030	bregu	Noun	bregu
50302	ge-twinn	Adjective	ge-twinn
50303	ge-twinness	Noun	ge-twinness
50308	ge-tydan	Verb	ge-tydan
50309	ge-tydan	Verb	ge-tydan
5031	bregyd	Verb	bregyd
50315	ge-tyn	Verb	ge-tyan;ge-tyn
50317	getyng-cr+aft	Noun	getyng-cr+aft
50319	ge-tynge	Adverb	ge-tynge
